"TOWNCODE","TOWNNAME","RoadList","IntersectionList","IntersectionRoadName","Geometry"
"10014020","成功鎮","漢口街","三民路157巷","10014020 漢口街與三民路157巷交叉口","POINT (121.37479067684831 23.105198041656365)"
"10014020","成功鎮","漢口街","大同路","10014020 漢口街與大同路交叉口","POINT (121.37677732691213 23.103287424774862)"
"10014020","成功鎮","漢口街","天津街48巷","10014020 漢口街與天津街48巷交叉口","POINT (121.37479067684831 23.105198041656365)"
"10014020","成功鎮","漢口街","吉林街","10014020 漢口街與吉林街交叉口","POINT (121.37357998253026 23.105187726432462)"
"10014020","成功鎮","漢口街","新生路","10014020 漢口街與新生路交叉口","POINT (121.37710308833687 23.1026711607455)"
"10014020","成功鎮","漢口街","漢口街28巷","10014020 漢口街與漢口街28巷交叉口","POINT (121.37479067684831 23.105198041656365)"
"10014020","成功鎮","三民路101巷18弄","三民路101巷","10014020 三民路101巷18弄與三民路101巷交叉口","POINT (121.37375727757637 23.1047157793098)"
"10014020","成功鎮","長春街","天津街","10014020 長春街與天津街交叉口","POINT (121.3740302398038 23.103083799377885)"
"10014020","成功鎮","長春街","漢口街","10014020 長春街與漢口街交叉口","POINT (121.37593501019262 23.104163850081648)"
"10014020","成功鎮","長春街","瀋陽街","10014020 長春街與瀋陽街交叉口","POINT (121.37743308197116 23.105011028536182)"
"10014020","成功鎮","天津街48巷","三民路101巷","10014020 天津街48巷與三民路101巷交叉口","POINT (121.37408227187939 23.104426547447247)"
"10014020","成功鎮","天津街48巷","三民路157巷","10014020 天津街48巷與三民路157巷交叉口","POINT (121.37479067684831 23.105198041656365)"
"10014020","成功鎮","開封街","天津街","10014020 開封街與天津街交叉口","POINT (121.37443065485093 23.102844331500762)"
"10014020","成功鎮","開封街","漢口街","10014020 開封街與漢口街交叉口","POINT (121.37633821853399 23.103770928185838)"
"10014020","成功鎮","開封街","瀋陽街","10014020 開封街與瀋陽街交叉口","POINT (121.37815596872304 23.104677485277762)"
"10014020","成功鎮","三民路157巷","三民路","10014020 三民路157巷與三民路交叉口","POINT (121.37599091654761 23.104837816412157)"
"10014020","成功鎮","三民路157巷","天津街48巷","10014020 三民路157巷與天津街48巷交叉口","POINT (121.37479067684831 23.105198041656365)"
"10014020","成功鎮","三民路157巷","漢口街","10014020 三民路157巷與漢口街交叉口","POINT (121.37479067684831 23.105198041656365)"
"10014020","成功鎮","三民路157巷","漢口街28巷","10014020 三民路157巷與漢口街28巷交叉口","POINT (121.37479067684831 23.105198041656365)"
"10014020","成功鎮","三民路157巷","瀋陽街","10014020 三民路157巷與瀋陽街交叉口","POINT (121.37673200198037 23.105311550487727)"
"10014020","成功鎮","漢口街28巷","三民路157巷","10014020 漢口街28巷與三民路157巷交叉口","POINT (121.37479067684831 23.105198041656365)"
"10014020","成功鎮","漢口街28巷","天津街48巷","10014020 漢口街28巷與天津街48巷交叉口","POINT (121.37479067684831 23.105198041656365)"
"10014020","成功鎮","新生路","上海街","10014020 新生路與上海街交叉口","POINT (121.37524297108632 23.101080926443672)"
"10014020","成功鎮","新生路","中山路","10014020 新生路與中山路交叉口","POINT (121.37854156833873 23.103203547705618)"
"10014020","成功鎮","新生路","五權路","10014020 新生路與五權路交叉口","POINT (121.38050503298098 23.103924857046593)"
"10014020","成功鎮","新生路","天津街","10014020 新生路與天津街交叉口","POINT (121.37563341984651 23.102125106788321)"
"10014020","成功鎮","新生路","太平路","10014020 新生路與太平路交叉口","POINT (121.38148986256715 23.104281566840882)"
"10014020","成功鎮","新生路","光復路","10014020 新生路與光復路交叉口","POINT (121.37953105641316 23.103559806939586)"
